init	_101111*101001	0
right	+101111*101001	1
right	+101111*101001	2
right	+101111*101001	3
right	+101111*101001	4
right	+101111*101001	5
right	+101111*101001	6
right	+101111*101001	7
right	+101111*101001	8
right	+101111*101001	9
right	+101111*101001	10
right	+101111*101001	11
right	+101111*101001	12
right	+101111*101001	13
right	+101111*101001_	14
readB	+101111*101001_	13
addA	+101111*10100__	12
addA	+101111*10100__	11
addA	+101111*10100__	10
addA	+101111*10100__	9
addA	+101111*10100__	8
addA	+101111*10100__	7
read	+101111*10100__	6
have1	+10111C*10100__	5
have1	+10111C*10100__	4
have1	+10111C*10100__	3
have1	+10111C*10100__	2
have1	+10111C*10100__	1
have1	+10111C*10100__	0
add1	_+10111C*10100__	0
back1	I+10111C*10100__	1
back1	I+10111C*10100__	2
back1	I+10111C*10100__	3
back1	I+10111C*10100__	4
back1	I+10111C*10100__	5
back1	I+10111C*10100__	6
back1	I+10111C*10100__	7
read	I+101111*10100__	6
have1	I+1011C1*10100__	5
have1	I+1011C1*10100__	4
have1	I+1011C1*10100__	3
have1	I+1011C1*10100__	2
have1	I+1011C1*10100__	1
add1	I+1011C1*10100__	0
add1	_I+1011C1*10100__	0
back1	II+1011C1*10100__	1
back1	II+1011C1*10100__	2
back1	II+1011C1*10100__	3
back1	II+1011C1*10100__	4
back1	II+1011C1*10100__	5
back1	II+1011C1*10100__	6
back1	II+1011C1*10100__	7
read	II+101111*10100__	6
have1	II+101C11*10100__	5
have1	II+101C11*10100__	4
have1	II+101C11*10100__	3
have1	II+101C11*10100__	2
add1	II+101C11*10100__	1
add1	II+101C11*10100__	0
add1	_II+101C11*10100__	0
back1	III+101C11*10100__	1
back1	III+101C11*10100__	2
back1	III+101C11*10100__	3
back1	III+101C11*10100__	4
back1	III+101C11*10100__	5
back1	III+101C11*10100__	6
back1	III+101C11*10100__	7
read	III+101111*10100__	6
have1	III+10C111*10100__	5
have1	III+10C111*10100__	4
have1	III+10C111*10100__	3
add1	III+10C111*10100__	2
add1	III+10C111*10100__	1
add1	III+10C111*10100__	0
add1	_III+10C111*10100__	0
back1	IIII+10C111*10100__	1
back1	IIII+10C111*10100__	2
back1	IIII+10C111*10100__	3
back1	IIII+10C111*10100__	4
back1	IIII+10C111*10100__	5
back1	IIII+10C111*10100__	6
back1	IIII+10C111*10100__	7
read	IIII+101111*10100__	6
have0	IIII+1C1111*10100__	5
have0	IIII+1C1111*10100__	4
add0	IIII+1C1111*10100__	3
back0	IIII+1C1111*10100__	2
back0	IIII+1C1111*10100__	3
back0	IIII+1C1111*10100__	4
back0	IIII+1C1111*10100__	5
back0	IIII+1C1111*10100__	6
read	IIII+101111*10100__	5
have1	IIII+C01111*10100__	4
add1	IIII+C01111*10100__	3
add1	IIII+C01111*10100__	2
add1	IIII+C01111*10100__	1
add1	IIII+C01111*10100__	0
add1	_IIII+C01111*10100__	0
back1	IIIII+C01111*10100__	1
back1	IIIII+C01111*10100__	2
back1	IIIII+C01111*10100__	3
back1	IIIII+C01111*10100__	4
back1	IIIII+C01111*10100__	5
back1	IIIII+C01111*10100__	6
read	IIIII+101111*10100__	5
rewrite	IIIII+101111*10100__	4
rewrite	IIII1+101111*10100__	3
rewrite	III11+101111*10100__	2
rewrite	II111+101111*10100__	1
rewrite	I1111+101111*10100__	0
rewrite	_11111+101111*10100__	0
double	011111+101111*10100__	1
double	011111+101111*10100__	2
double	011111+101111*10100__	3
double	011111+101111*10100__	4
double	011111+101111*10100__	5
double	011111+101111*10100__	6
double	011111+101111*10100__	7
double	011111+101111*10100__	8
double	011111+101111*10100__	9
double	011111+101111*10100__	10
double	011111+101111*10100__	11
double	011111+101111*10100__	12
double	011111+101111*10100__	13
shift	011111+101111010100__	14
shift1	011111+1011110*0100__	15
shift0	011111+1011110*1100__	16
shift1	011111+1011110*1000__	17
shift0	011111+1011110*1010__	18
shift0	011111+1011110*1010__	19
right	011111+1011110*10100_	20
readB	011111+1011110*10100_	19
doubleL	011111+1011110*1010__	18
doubleL	011111+1011110*1010__	17
doubleL	011111+1011110*1010__	16
doubleL	011111+1011110*1010__	15
doubleL	011111+1011110*1010__	14
shift	011111+101111001010__	15
shift1	011111+10111100*010__	16
shift0	011111+10111100*110__	17
shift1	011111+10111100*100__	18
shift0	011111+10111100*101__	19
right	011111+10111100*1010_	20
readB	011111+10111100*1010_	19
doubleL	011111+10111100*101__	18
doubleL	011111+10111100*101__	17
doubleL	011111+10111100*101__	16
doubleL	011111+10111100*101__	15
shift	011111+101111000101__	16
shift1	011111+101111000*01__	17
shift0	011111+101111000*11__	18
shift1	011111+101111000*10__	19
right	011111+101111000*101_	20
readB	011111+101111000*101_	19
addA	011111+101111000*10__	18
addA	011111+101111000*10__	17
addA	011111+101111000*10__	16
read	011111+101111000*10__	15
have0	011111+10111100C*10__	14
have0	011111+10111100C*10__	13
have0	011111+10111100C*10__	12
have0	011111+10111100C*10__	11
have0	011111+10111100C*10__	10
have0	011111+10111100C*10__	9
have0	011111+10111100C*10__	8
have0	011111+10111100C*10__	7
have0	011111+10111100C*10__	6
add0	011111+10111100C*10__	5
back0	01111I+10111100C*10__	6
back0	01111I+10111100C*10__	7
back0	01111I+10111100C*10__	8
back0	01111I+10111100C*10__	9
back0	01111I+10111100C*10__	10
back0	01111I+10111100C*10__	11
back0	01111I+10111100C*10__	12
back0	01111I+10111100C*10__	13
back0	01111I+10111100C*10__	14
back0	01111I+10111100C*10__	15
read	01111I+101111000*10__	14
have0	01111I+1011110C0*10__	13
have0	01111I+1011110C0*10__	12
have0	01111I+1011110C0*10__	11
have0	01111I+1011110C0*10__	10
have0	01111I+1011110C0*10__	9
have0	01111I+1011110C0*10__	8
have0	01111I+1011110C0*10__	7
have0	01111I+1011110C0*10__	6
add0	01111I+1011110C0*10__	5
back0	01111I+1011110C0*10__	4
back0	01111I+1011110C0*10__	5
back0	01111I+1011110C0*10__	6
back0	01111I+1011110C0*10__	7
back0	01111I+1011110C0*10__	8
back0	01111I+1011110C0*10__	9
back0	01111I+1011110C0*10__	10
back0	01111I+1011110C0*10__	11
back0	01111I+1011110C0*10__	12
back0	01111I+1011110C0*10__	13
back0	01111I+1011110C0*10__	14
read	01111I+101111000*10__	13
have0	01111I+101111C00*10__	12
have0	01111I+101111C00*10__	11
have0	01111I+101111C00*10__	10
have0	01111I+101111C00*10__	9
have0	01111I+101111C00*10__	8
have0	01111I+101111C00*10__	7
have0	01111I+101111C00*10__	6
add0	01111I+101111C00*10__	5
back0	01111I+101111C00*10__	4
back0	01111I+101111C00*10__	5
back0	01111I+101111C00*10__	6
back0	01111I+101111C00*10__	7
back0	01111I+101111C00*10__	8
back0	01111I+101111C00*10__	9
back0	01111I+101111C00*10__	10
back0	01111I+101111C00*10__	11
back0	01111I+101111C00*10__	12
back0	01111I+101111C00*10__	13
read	01111I+101111000*10__	12
have1	01111I+10111C000*10__	11
have1	01111I+10111C000*10__	10
have1	01111I+10111C000*10__	9
have1	01111I+10111C000*10__	8
have1	01111I+10111C000*10__	7
have1	01111I+10111C000*10__	6
add1	01111I+10111C000*10__	5
add1	01111I+10111C000*10__	4
