q0	000C00_	1
q0	000C00_	2
q0	000C00_	3
q1	000C00_	4
q1	000C00_	5
q1	000C00_	6
q2	000C00C	5
q2	000C00C	4
q2	000C00C	3
q3	000C00C	4
q4	000CX0C	3
q5	000CX0C	2
q6	00YCX0C	3
q7	00YCX0C	4
q7	00YCX0C	5
q7	00YCX0C	6
q8	00YCX0C_	7
q9	00YCX0C0	6
q10	00YCX0C0	5
q10	00YCX0C0	4
q10	00YCX0C0	3
q5	00YCX0C0	2
q5	00YCX0C0	1
q6	0YYCX0C0	2
q6	0YYCX0C0	3
q7	0YYCX0C0	4
q7	0YYCX0C0	5
q7	0YYCX0C0	6
q8	0YYCX0C0	7
q8	0YYCX0C0_	8
q9	0YYCX0C00	7
q9	0YYCX0C00	6
q10	0YYCX0C00	5
q10	0YYCX0C00	4
q10	0YYCX0C00	3
q5	0YYCX0C00	2
q5	0YYCX0C00	1
q5	0YYCX0C00	0
q6	YYYCX0C00	1
q6	YYYCX0C00	2
q6	YYYCX0C00	3
q7	YYYCX0C00	4
q7	YYYCX0C00	5
q7	YYYCX0C00	6
q8	YYYCX0C00	7
q8	YYYCX0C00	8
q8	YYYCX0C00_	9
q9	YYYCX0C000	8
q9	YYYCX0C000	7
q9	YYYCX0C000	6
q10	YYYCX0C000	5
q10	YYYCX0C000	4
q10	YYYCX0C000	3
q5	YYYCX0C000	2
q5	YYYCX0C000	1
q5	YYYCX0C000	0
q5	_YYYCX0C000	0
q11	_YYYCX0C000	1
q11	_0YYCX0C000	2
q11	_00YCX0C000	3
q11	_000CX0C000	4
q3	_000CX0C000	5
q3	_000CX0C000	6
q4	_000CXXC000	5
q4	_000CXXC000	4
q5	_000CXXC000	3
q6	_00YCXXC000	4
q7	_00YCXXC000	5
q7	_00YCXXC000	6
q7	_00YCXXC000	7
q8	_00YCXXC000	8
q8	_00YCXXC000	9
q8	_00YCXXC000	10
q8	_00YCXXC000_	11
q9	_00YCXXC0000	10
q9	_00YCXXC0000	9
q9	_00YCXXC0000	8
q9	_00YCXXC0000	7
q10	_00YCXXC0000	6
q10	_00YCXXC0000	5
q10	_00YCXXC0000	4
q5	_00YCXXC0000	3
q5	_00YCXXC0000	2
q6	_0YYCXXC0000	3
q6	_0YYCXXC0000	4
q7	_0YYCXXC0000	5
q7	_0YYCXXC0000	6
q7	_0YYCXXC0000	7
q8	_0YYCXXC0000	8
q8	_0YYCXXC0000	9
q8	_0YYCXXC0000	10
q8	_0YYCXXC0000	11
q8	_0YYCXXC0000_	12
q9	_0YYCXXC00000	11
q9	_0YYCXXC00000	10
q9	_0YYCXXC00000	9
q9	_0YYCXXC00000	8
q9	_0YYCXXC00000	7
q10	_0YYCXXC00000	6
q10	_0YYCXXC00000	5
q10	_0YYCXXC00000	4
q5	_0YYCXXC00000	3
q5	_0YYCXXC00000	2
q5	_0YYCXXC00000	1
q6	_YYYCXXC00000	2
q6	_YYYCXXC00000	3
q6	_YYYCXXC00000	4
q7	_YYYCXXC00000	5
q7	_YYYCXXC00000	6
q7	_YYYCXXC00000	7
q8	_YYYCXXC00000	8
q8	_YYYCXXC00000	9
q8	_YYYCXXC00000	10
q8	_YYYCXXC00000	11
q8	_YYYCXXC00000	12
q8	_YYYCXXC00000_	13
q9	_YYYCXXC000000	12
q9	_YYYCXXC000000	11
q9	_YYYCXXC000000	10
q9	_YYYCXXC000000	9
q9	_YYYCXXC000000	8
q9	_YYYCXXC000000	7
q10	_YYYCXXC000000	6
q10	_YYYCXXC000000	5
q10	_YYYCXXC000000	4
q5	_YYYCXXC000000	3
q5	_YYYCXXC000000	2
q5	_YYYCXXC000000	1
q5	_YYYCXXC000000	0
q11	_YYYCXXC000000	1
q11	_0YYCXXC000000	2
q11	_00YCXXC000000	3
q11	_000CXXC000000	4
q3	_000CXXC000000	5
q3	_000CXXC000000	6
q3	_000CXXC000000	7
q12	_000CXX_000000	8
